Source_Framework,Source_Control_ID,Target_Framework,Target_Control_ID,Mapping_Category,Confidence
CIS Controls Version 8.1,08.01.2025,Cloud Controls Matrix v4.0,CCM-SUP-10,vulnerability_management,Medium
CIS Controls Version 8.1,08.01.2025,Cloud Controls Matrix v4.0,CCM-SUP-11,vulnerability_management,Medium
CIS Controls Version 8.1,08.01.2025,Cloud Controls Matrix v4.0,CCM-SUP-12,vulnerability_management,Medium
CIS Controls Version 8.1,08.01.2025,Cloud Controls Matrix v4.0,CCM-SUP-13,vulnerability_management,Medium
CIS Controls Version 8.1,08.01.2025,Cloud Controls Matrix v4.0,CCM-SUP-14,vulnerability_management,Medium
CIS Controls Version 8.1,08.01.2025,Cloud Controls Matrix v4.0,CCM-SUP-15,vulnerability_management,Medium
CIS Controls Version 8.1,08.01.2025,Cloud Controls Matrix v4.0,CCM-THR-01,vulnerability_management,Medium
CIS Controls Version 8.1,08.01.2025,Cloud Controls Matrix v4.0,CCM-THR-02,vulnerability_management,Medium
CIS Controls Version 8.1,08.01.2025,Cloud Controls Matrix v4.0,CCM-THR-03,vulnerability_management,Medium
CIS Controls Version 8.1,08.01.2025,Cloud Controls Matrix v4.0,CCM-THR-04,vulnerability_management,Medium
CIS Controls Version 8.1,08.01.2025,Cloud Controls Matrix v4.0,CCM-THR-05,vulnerability_management,Medium
CIS Controls Version 8.1,08.01.2025,Cloud Controls Matrix v4.0,CCM-THR-06,vulnerability_management,Medium
CIS Controls Version 8.1,08.01.2025,Cloud Controls Matrix v4.0,CCM-THR-07,vulnerability_management,Medium
CIS Controls Version 8.1,08.01.2025,Cloud Controls Matrix v4.0,CCM-THR-08,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-01,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-01,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-02,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-02,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-03,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-03,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-04,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-04,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-05,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-05,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-06,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-06,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-07,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-07,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-08,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-08,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-09,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-APP-09,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-01,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-01,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-02,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-02,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-03,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-03,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-04,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-04,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-05,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-05,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-06,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-06,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-07,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-07,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-08,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-08,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-09,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-09,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-10,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-AUD-10,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-01,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-01,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-02,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-02,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-03,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-03,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-04,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-04,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-05,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-05,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-06,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-06,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-07,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-07,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-08,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-08,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-09,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-09,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-10,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-10,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-BUS-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
